통계표,계정항목,단위,가중치,변환,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02,2025/03,2025/04,2025/05,2025/06,2025/07,2025/08,2025/09,2025/10,2025/11,2025/12
"4.2.1. 소비자물가지수","      유치원 및 초등교육","2020=100","1.8","원자료","93.4","93.4","73.85","73.85","73.85","73.85","73.85","73.85","73.42","73.42","73.42","73.42","73.42","73.42","69.93","69.65","69.66","69.66","68.87","68.81","67.54","67.25","67.25","67.25","67.25","67.25","64.98","64.97","64.97","64.97","64.97","65.05","65.05","65.05","65.05","65.05","65.05","65.05","67.77","67.77","67.77","67.77","67.62","66.87","54.31","50.11","47.76","47.76"
"4.2.1. 소비자물가지수","        유치원납입금","2020=100","1.8","원자료","93.4","93.4","73.85","73.85","73.85","73.85","73.85","73.85","73.42","73.42","73.42","73.42","73.42","73.42","69.93","69.65","69.66","69.66","68.87","68.81","67.54","67.25","67.25","67.25","67.25","67.25","64.98","64.97","64.97","64.97","64.97","65.05","65.05","65.05","65.05","65.05","65.05","65.05","67.77","67.77","67.77","67.77","67.62","66.87","54.31","50.11","47.76","47.76"
"4.2.1. 소비자물가지수","    고등교육","2020=100","13.1","원자료","100.1","100.1","99.6","99.6","99.6","99.6","99.6","99.6","99.61","99.61","99.61","99.61","99.61","99.61","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","100.48","100.48","100.48","100.48","100.48","100.48","100.52","100.52","100.52","100.52","100.52","100.52","104.86","104.86","104.86","104.86","104.86","104.86","104.93","104.93","104.93","104.93"
"4.2.1. 소비자물가지수","      고등교육","2020=100","13.1","원자료","100.1","100.1","99.6","99.6","99.6","99.6","99.6","99.6","99.61","99.61","99.61","99.61","99.61","99.61","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","99.94","100.48","100.48","100.48","100.48","100.48","100.48","100.52","100.52","100.52","100.52","100.52","100.52","104.86","104.86","104.86","104.86","104.86","104.86","104.93","104.93","104.93","104.93"
"4.2.1. 소비자물가지수","        전문대학납입금","2020=100","1.1","원자료","100.5","100.5","100.72","100.72","100.72","100.72","100.72","100.72","100.71","100.71","100.71","100.71","100.71","100.71","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64"
"4.2.1. 소비자물가지수","        국공립대학교납입금","2020=100","1.4","원자료","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","100.67","101.63","101.63","101.63","101.63","101.63","101.63","101.63","101.63","101.63","101.63"
"4.2.1. 소비자물가지수","        사립대학교납입금","2020=100","8.6","원자료","99.97","99.97","99.11","99.11","99.11","99.11","99.11","99.11","99.12","99.12","99.12","99.12","99.12","99.12","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.27","99.67","99.67","99.67","99.67","99.67","99.67","99.73","99.73","99.73","99.73","99.73","99.73","104.9","104.9","104.9","104.9","104.9","104.9","104.97","104.97","104.97","104.97"
"4.2.1. 소비자물가지수","        국공립대학원납입금","2020=100","0.4","원자료","100.28","100.28","100.63","100.63","100.63","100.63","100.63","100.63","100.59","100.59","100.59","100.59","100.59","100.59","102.24","102.24","102.24","102.24","102.24","102.24","102.22","102.22","102.22","102.22","102.22","102.22","104.12","104.12","104.12","104.12","104.12","104.12","104.12","104.12","104.12","104.12","104.12","104.12","106.55","106.55","106.55","106.55","106.55","106.55","106.55","106.55","106.55","106.55"
"4.2.1. 소비자물가지수","        사립대학원납입금","2020=100","1.6","원자료","100.19","100.19","100.52","100.52","100.52","100.52","100.52","100.52","100.52","100.52","100.52","100.52","100.52","100.52","101.53","101.53","101.53","101.53","101.53","101.53","101.53","101.53","101.53","101.53","101.53","101.53","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","103.14","106.6","106.6","106.6","106.6","106.6","106.6","106.8","106.8","106.8","106.8"
"4.2.1. 소비자물가지수","    기타교육","2020=100","59","원자료","102.2","102.42","103.42","103.7","103.9","104.31","104.43","104.55","104.48","104.46","104.39","104.68","105.29","105.62","106.48","106.8","106.94","106.96","107.03","107.03","107.12","107.22","107.11","107.17","107.74","107.89","108.3","108.72","108.89","108.91","109.26","109.55","109.66","109.73","109.82","109.95","110.49","110.61","111.03","111.3","111.39","111.54","111.6","111.66","111.76","111.8","111.82","111.87"
"4.2.1. 소비자물가지수","      학원 및 보습교육","2020=100","52.8","원자료","102.34","102.59","103.61","103.91","104.12","104.55","104.65","104.75","104.73","104.67","104.74","105","105.64","105.95","106.68","107.02","107.16","107.17","107.22","107.19","107.28","107.38","107.25","107.31","107.9","108.05","108.51","108.96","109.08","109.1","109.45","109.77","109.85","109.9","109.97","110.11","110.67","110.79","111.24","111.52","111.61","111.69","111.74","111.81","111.9","111.95","111.96","112.02"
"4.2.1. 소비자물가지수","        초등학생학원비","2020=100","7.6","원자료","102.25","102.88","103.12","103.48","103.56","103.63","103.7","103.77","103.91","103.94","104.05","104.14","104.65","104.85","105.41","105.59","105.68","105.68","105.74","106.05","106.18","106.32","106.37","106.39","107.06","107.15","107.75","107.85","107.99","107.98","108.1","108.37","108.47","108.48","108.76","108.96","109.49","109.73","109.87","110.12","110.21","110.23","110.37","110.48","110.56","110.58","110.59","110.67"
"4.2.1. 소비자물가지수","        중학생학원비","2020=100","13.8","원자료","102.56","102.67","102.99","103.18","103.49","103.55","103.59","103.65","103.75","103.77","103.79","104.01","104.84","104.98","105.53","105.97","106.22","106.22","106.29","106.33","106.46","106.53","106.52","106.56","107.39","107.34","107.81","107.67","107.67","107.67","107.84","108.04","108.1","108.17","108.25","108.42","108.62","108.69","109.08","109.33","109.36","109.45","109.52","109.62","109.66","109.68","109.78","109.93"
"4.2.1. 소비자물가지수","        고등학생학원비","2020=100","13.8","원자료","101.83","101.96","102.58","102.85","102.87","102.9","102.95","103.03","103.11","103.12","103.26","103.56","104.1","104.55","104.98","105.32","105.34","105.35","105.36","105.44","105.46","105.53","105.62","105.72","106.08","106.3","106.35","106.48","106.48","106.48","106.47","106.62","106.75","106.75","106.75","106.77","107.2","107.29","107.46","107.78","107.74","107.76","107.78","107.78","107.85","107.88","108","107.99"
"4.2.1. 소비자물가지수","        음악학원비","2020=100","3","원자료","105.75","106.32","107.76","107.91","107.98","108.13","108.28","108.53","108.88","109.06","109.06","109.22","109.65","110.17","111.43","111.88","112.03","112.03","112.24","112.29","112.39","112.59","112.59","112.59","113.01","113.46","113.96","114.19","114.69","114.78","114.74","114.96","114.96","114.87","114.98","115.22","115.6","115.85","116.44","117.13","117.26","117.45","117.5","117.55","117.77","117.89","117.89","117.95"
"4.2.1. 소비자물가지수","        미술학원비","2020=100","2.6","원자료","103.66","103.99","106.23","106.78","106.81","107.13","107.2","108.28","108.6","108.75","108.75","108.94","109.64","110.55","111.72","112.72","113.08","113.1","113.23","113.37","113.44","113.44","113.58","113.62","114.09","114.42","114.95","115.43","115.98","116.06","116.06","116.26","116.43","116.43","116.48","116.48","117.41","117.5","118.31","118.53","118.76","118.92","118.9","119.01","119.31","119.43","119.45","119.48"
"4.2.1. 소비자물가지수","        운동학원비","2020=100","5.7","원자료","105.89","106.16","107.21","107.52","107.78","107.92","108.22","108.23","108.4","108.46","108.65","109.04","110.4","110.86","112.29","112.52","112.74","112.74","113","113.1","113.43","113.64","113.56","113.6","114.64","115.2","115.85","116.31","116.4","116.4","116.4","116.4","116.53","116.87","117.08","117.43","119.15","119.42","120.4","120.93","121.47","121.66","121.72","121.84","121.97","122.08","122.11","122.24"
"4.2.1. 소비자물가지수","        전산학원비","2020=100","0.5","원자료","102.79","103.89","104.22","104.23","104.28","104.49","104.75","104.77","104.81","104.85","105.21","105.23","105.92","106.58","107.98","108.58","108.68","108.68","108.79","108.97","109","109.28","109.34","109.35","109.83","109.93","110.19","110.22","110.32","110.72","110.89","111.14","111.24","111.24","111.29","111.31","111.77","111.85","112.09","112.48","112.79","113.16","113.29","113.49","113.62","113.73","113.77","113.95"
"4.2.1. 소비자물가지수","        가정학습지","2020=100","3.5","원자료","98.95","98.95","101.53","101.53","101.66","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","106.02","110.31","110.86","110.86","115.31","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84","117.84"
"4.2.1. 소비자물가지수","        이러닝이용료","2020=100","0.7","원자료","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","97.14","97.14","97.14","97.14","97.14","97.14","97.14","97.14","97.14","97.14","97.14","97.14","98.57","98.57","98.57","98.57","98.57","98.57","98.57","98.57","98.57","98.57","98.57","98.57","107.81","107.81","107.81","107.81","107.81","107.81","107.81","107.81","107.81","107.81","107.81","107.81"
"4.2.1. 소비자물가지수","        학교보충교육비","2020=100","1.4","원자료","90.07","90.07","99.97","101.94","104.6","107.39","107.47","107.37","102.04","98.46","98.46","99.99","105.69","105.76","109.21","109.72","109.77","109.65","109.08","104.34","104.09","104.09","98.62","99.08","98.89","98.91","102.88","105.25","105.26","105.25","105.25","105.36","104.78","104.83","104.18","104.2","102.53","102.51","106.26","105.8","105.86","106.24","106.24","106.2","106.5","106.63","104.96","104.43"
"4.2.1. 소비자물가지수","        기타학원비","2020=100","0.2","원자료","101.13","101.73","102.54","102.71","102.76","102.76","102.95","103","102.91","102.94","103.09","103.11","103.31","103.91","105.63","105.84","105.89","106.22","106.22","106.22","106.22","105.96","105.96","106.02","106.3","106.46","106.55","106.55","106.64","106.64","107.08","107.08","107.08","107.08","107.15","107.15","107.29","107.25","107.58","107.66","107.82","107.82","107.79","108.02","108.16","108.28","108.28","108.36"
"4.2.1. 소비자물가지수","      성인학원 및 기타교육","2020=100","6.2","원자료","100.44","100.47","101.37","101.45","101.62","101.69","102.18","102.22","101.9","102.27","100.92","101.48","101.91","102.28","104.32","104.39","104.47","104.73","104.85","105.09","105.21","105.27","105.41","105.43","105.82","105.97","105.92","106.23","106.77","106.86","107.1","107.1","107.53","107.79","107.98","108.05","108.48","108.62","108.71","108.87","108.99","109.66","109.81","109.88","110","110.03","110.02","110.09"
"4.2.1. 소비자물가지수","        취업학원비","2020=100","2","원자료","99.53","99.56","101.27","101.41","101.36","101.51","102.06","102.07","100.99","101.53","97.35","98.86","98.99","99.08","103.3","102.59","102.64","102.8","102.97","103.45","103.83","103.97","104.37","104.4","104.54","104.52","103.91","104.02","105.56","105.62","106.08","106.09","107.16","107.16","107.61","107.82","108.24","108.45","108.14","108.3","108.61","109.69","109.54","109.54","109.89","109.92","109.88","109.94"
"4.2.1. 소비자물가지수","        외국어학원비","2020=100","0.5","원자료","103.03","103.18","103.56","103.6","103.82","103.93","104.9","105.42","105.74","105.97","106.07","106.39","107.06","107.36","107.46","108.12","108.43","108.46","108.68","108.94","108.97","109.14","109.19","109.31","110.5","110.63","110.98","111.28","111.3","111.25","111.38","111.36","111.49","111.47","111.75","111.87","112.42","112.86","113.25","113.36","113.62","113.77","113.93","113.91","114.01","114.02","114.07","114.15"
"4.2.1. 소비자물가지수","        운동강습료","2020=100","3.7","원자료","100.5","100.51","101.03","101.08","101.37","101.39","101.78","101.78","101.8","102.08","102.08","102.16","102.73","103.26","104.35","104.78","104.85","105.18","105.26","105.37","105.37","105.37","105.37","105.37","105.8","106.06","106.24","106.66","106.73","106.85","106.99","106.99","107.09","107.55","107.58","107.58","107.99","108.05","108.32","108.47","108.47","109","109.31","109.43","109.43","109.47","109.47","109.53"
"4.2.1. 소비자물가지수","  음식 및 숙박","2020=100","144.7","원자료","106.26","107.13","107.91","108.51","109.55","110.38","111.59","112.61","112.57","112.94","113.12","113.83","114.41","115","115.84","116.69","117.04","117.25","117.94","118.4","117.96","118.18","118.38","118.88","119.09","119.39","119.78","120.14","120.38","120.77","121.32","121.65","121.02","121.63","121.87","122.18","122.65","122.86","123.38","123.99","124.35","124.39","125.15","125.46","125.05","125.52","125.4","125.84"
"4.2.1. 소비자물가지수","    음식 서비스","2020=100","138","원자료","106.36","107.38","108.35","108.87","109.85","110.72","111.42","112.22","112.8","113.13","113.42","113.99","114.57","115.4","116.29","117.06","117.34","117.57","117.87","118.01","118.24","118.43","118.81","118.96","119.47","119.79","120.21","120.53","120.68","121.08","121.23","121.3","121.26","121.86","122.22","122.45","122.89","123.41","123.8","124.36","124.56","124.79","125.08","125.08","125.42","125.49","125.7","126.05"
"4.2.1. 소비자물가지수","      음식 서비스","2020=100","138","원자료","106.36","107.38","108.35","108.87","109.85","110.72","111.42","112.22","112.8","113.13","113.42","113.99","114.57","115.4","116.29","117.06","117.34","117.57","117.87","118.01","118.24","118.43","118.81","118.96","119.47","119.79","120.21","120.53","120.68","121.08","121.23","121.3","121.26","121.86","122.22","122.45","122.89","123.41","123.8","124.36","124.56","124.79","125.08","125.08","125.42","125.49","125.7","126.05"
"4.2.1. 소비자물가지수","        김치찌개백반","2020=100","4.8","원자료","106.07","106.83","107.52","108.35","109.5","110.75","111.93","112.59","113.12","113.58","114.25","114.55","115.56","116.38","116.95","117.65","117.78","117.86","118.18","118.35","118.36","118.5","118.95","119.3","119.72","120.52","121.23","122.09","122.62","122.68","122.98","123.12","123.5","123.59","123.74","124.03","124.71","125.64","126.11","126.69","126.77","127","127.43","127.64","127.72","128.16","128.49","128.63"
"4.2.1. 소비자물가지수","        된장찌개백반","2020=100","4.3","원자료","105.93","106.5","107.37","108.03","109.31","110.5","111.98","112.32","113.06","113.53","113.79","114.17","114.75","115.38","116.38","117.26","117.37","117.32","117.64","117.81","117.96","118.09","118.63","118.71","119.2","120.01","120.5","121.11","121.59","121.59","121.63","121.96","122.42","122.42","122.67","123.1","123.84","124.36","124.87","125.36","125.59","125.59","125.94","126.24","126.32","126.54","126.85","127.13"
"4.2.1. 소비자물가지수","        비빔밥","2020=100","2.4","원자료","106.03","106.69","107.31","108.32","109.46","110.19","111.86","112.27","112.42","112.76","113.24","113.38","114.08","115.7","116.35","117.09","117.5","118.07","118.37","118.67","119","121.19","121.33","121.56","121.97","122.77","122.98","123.28","123.59","123.86","124","124.39","124.69","125.23","125.6","125.77","126.36","126.89","127.6","128.1","128.23","128.32","128.52","128.7","129.66","130.04","130.37","130.46"
"4.2.1. 소비자물가지수","        설렁탕","2020=100","2","원자료","108.84","109.99","110.61","110.62","111.43","112.02","112.6","113.55","114.16","114.46","115.02","115.28","115.79","117.07","118.12","118.84","119.03","119.29","119.62","119.81","120.05","120.11","120.9","121.01","122.19","122.48","122.73","122.99","123.23","123.46","123.59","123.88","124.51","125.23","125.46","125.81","126.51","126.83","127.18","127.46","127.67","127.87","128.12","128.19","128.51","128.83","128.96","129.25"
"4.2.1. 소비자물가지수","        갈비탕","2020=100","2.2","원자료","113.01","113.92","114.84","115.44","116.21","117.27","119.36","120.46","120.7","121.05","121.4","121.51","122.21","122.4","122.79","123.97","124.08","124.4","124.4","124.55","124.94","125.03","125.82","126.03","126.39","126.62","126.97","127.17","127.24","127.32","127.85","127.89","128.25","128.56","128.86","129.16","129.44","129.78","130.47","131.12","131.24","131.52","132.07","132.66","132.64","132.93","133.13","133.71"
"4.2.1. 소비자물가지수","        삼계탕","2020=100","2.2","원자료","103.53","104.18","104.59","105.61","106.3","107.4","109.98","111.41","111.68","111.86","112.6","112.81","113.28","113.63","114.82","115.74","116.32","117.01","117.66","118.04","118.12","118.12","118.18","118.22","118.32","118.38","118.67","118.99","119.25","119.24","119.89","119.9","120.46","120.32","120.33","120.48","120.68","120.94","121.19","121.83","122.27","122.56","123.12","123.6","123.78","123.83","123.85","123.96"
"4.2.1. 소비자물가지수","        해물찜","2020=100","4.1","원자료","102.82","103.12","103.77","104.34","104.85","105.24","105.85","106.25","106.45","106.57","106.95","107.64","108.45","108.68","109.03","109.75","109.95","109.98","110.27","110.27","110.45","110.55","110.78","110.97","111.81","111.97","112.3","112.89","113.17","113.13","113.19","113.48","113.52","113.71","113.65","113.72","114.3","114.83","115.16","115.16","115.34","115.39","115.49","115.6","115.65","115.87","116.09","116.52"
"4.2.1. 소비자물가지수","        해장국","2020=100","5","원자료","106.45","107.13","108.31","109.15","110.13","111.22","112.68","114.23","114.75","115.54","116.28","116.32","116.58","117.93","118.62","119.43","119.62","119.85","120.14","120.37","120.84","121","121.55","121.99","122.94","123.52","123.74","124.1","124.21","124.21","124.31","124.41","124.87","125.93","126.09","126.2","126.55","127.08","128.74","129.44","129.54","129.54","129.68","130.07","130.2","130.75","131.17","131.56"
"4.2.1. 소비자물가지수","        불고기","2020=100","1.1","원자료","107.3","107.78","108.35","108.61","108.67","109.01","110.29","110.68","111.34","111.52","112.14","112.57","112.75","112.95","113.37","115.36","115.48","115.51","115.65","115.71","115.99","116.13","116.33","116.6","117.16","117.58","117.94","118.44","118.44","118.66","118.95","119.03","119.24","119.53","119.72","120.19","120.38","120.72","121.22","121.66","121.77","122","122.25","122.3","122.45","122.56","123.12","123.47"
"4.2.1. 소비자물가지수","        쇠고기(외식)","2020=100","8.3","원자료","110.05","110.76","110.98","111.39","112.15","113.25","113.41","114.04","114.36","114.49","114.76","115.5","115.75","116.22","116.27","116.26","116.26","116.51","116.34","116.6","116.89","116.99","117.44","117.84","118.18","118.41","118.49","118.51","118.64","118.58","118.56","118.64","118.88","119.07","119.38","119.58","119.82","119.9","119.67","120.11","120.15","120.03","120.5","120.35","120.5","120.55","120.73","121.24"
"4.2.1. 소비자물가지수","        돼지갈비(외식)","2020=100","6.1","원자료","107.02","108.24","108.92","109.4","110.16","111.28","112.77","113.11","113.69","114.08","114.91","115.58","116.01","116.48","117.26","117.68","118.29","118.41","118.89","118.7","119.14","119.07","119.75","120.41","120.91","120.72","120.92","121.27","121.37","121.49","121.52","121.65","121.86","122.07","122.2","122.67","122.92","123.01","123.36","123.42","123.47","123.65","124.34","124.35","124.31","124.56","125","125.23"
"4.2.1. 소비자물가지수","        삼겹살(외식)","2020=100","7.2","원자료","106.68","107.38","107.76","108.15","109.78","111.81","113.43","113.93","114.68","114.81","115.22","115.83","116.17","116.89","117.02","117.51","117.63","117.83","118.02","117.93","118","118.04","118.06","118.62","119","119.66","119.73","119.75","119.95","120","120.07","120.17","120.45","120.68","121.02","121.13","121.59","121.73","121.87","121.87","121.79","121.89","122.49","122.66","122.9","122.99","123.41","123.55"
"4.2.1. 소비자물가지수","        오리고기(외식)","2020=100","1.5","원자료","104.92","105.34","105.58","106.3","107.34","108.12","109.39","110.33","110.76","110.84","111.36","111.44","112.55","113.52","115.14","116.51","117.24","117.82","118.39","118.63","118.78","118.94","119.16","119.58","119.97","120.31","120.77","121.19","121.24","121.32","121.3","121.51","121.57","121.54","121.8","121.83","121.91","122.21","122.57","123.09","123.17","123.46","123.8","124.06","124.14","124.16","123.48","124.33"
"4.2.1. 소비자물가지수","        냉면","2020=100","2.4","원자료","106.56","107.87","108.83","110.14","110.48","111.43","112.35","112.45","112.6","112.69","112.75","112.97","114.23","114.6","115.95","117.83","118.55","119.26","119.74","119.85","120.36","120.67","120.73","120.87","121.48","121.69","122.01","122.75","122.99","123.82","124.23","124.44","124.48","124.81","124.93","125.1","125.43","125.8","126.43","126.82","127.01","127.29","127.83","128.19","128.36","128.43","128.55","128.83"
"4.2.1. 소비자물가지수","        칼국수","2020=100","2.7","원자료","106.16","107.75","108.94","110","110.66","111.74","112.94","114.21","114.9","115.33","116.25","116.61","117.16","117.27","117.47","118.64","118.79","119.02","119.23","119.52","119.6","119.91","120.56","120.86","121.37","122.45","123.12","123.6","123.88","124.61","125.32","125.5","125.81","126.63","126.76","126.88","127.7","127.93","128.16","128.76","129.12","129.42","129.61","129.81","130.07","130.43","130.85","131.37"
"4.2.1. 소비자물가지수","        죽(외식)","2020=100","1.7","원자료","107.7","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","110.79","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","118.48","122.68","122.68","122.68","122.68","122.68","122.68","122.68","125.76","125.76","125.76","125.76"
"4.2.1. 소비자물가지수","        생선초밥","2020=100","2.7","원자료","105.27","106.16","106.99","107.57","108.36","108.99","109.2","109.5","109.81","110.16","110.43","111.1","111.79","112.32","112.47","113.31","113.4","113.56","113.9","114.05","114.08","114.21","114.07","114.15","114.22","114.5","114.81","114.82","114.99","115.04","115.15","115.41","115.53","115.53","115.81","116.09","116.47","116.79","117.52","117.83","117.48","117.74","118.18","118.16","118.55","118.71","118.88","118.98"
"4.2.1. 소비자물가지수","        생선회(외식)","2020=100","10.3","원자료","110.44","111.24","113.37","114.94","115.46","115.79","116.72","117.65","118.15","118.8","120.09","120.33","120.88","121.41","122.42","122.81","123.17","123.54","123.67","123.6","123.82","124.15","124.45","124.77","125.1","125.46","125.72","126.16","126.29","126.38","126.25","126.56","127.21","129.1","129.89","130.68","131.35","132.2","132.5","132.95","133.34","133.81","134.16","134.07","134.8","135.13","135.59","136.13"
"4.2.1. 소비자물가지수","        자장면","2020=100","2.2","원자료","108.13","109.85","111.38","111.71","113.09","114.2","115.22","115.71","115.96","117.63","118.55","118.98","119.27","120.6","121.42","122.01","122.13","121.76","122.25","122.93","123.94","124.01","124.25","124.46","124.62","125.11","125.66","125.34","125.91","126.14","126.33","126.39","126.71","127.45","128.12","128.79","129.86","130.65","131.34","131.71","133.4","133.59","133.99","134.63","134.99","135.53","136.06","136.47"
"4.2.1. 소비자물가지수","        짬뽕","2020=100","2.4","원자료","107.53","109.13","110.59","110.8","111.82","112.68","113.44","114.24","114.5","115.32","115.51","116.01","116.25","117.71","118.1","118.79","118.98","119.04","119.21","119.62","120.12","120.28","120.55","120.66","120.95","121.5","122.09","122.29","122.63","122.89","123.07","123.07","123.35","124.02","124.54","125.42","126.29","126.98","127.74","128.27","129.33","129.56","129.78","130.22","130.47","131.02","131.27","131.57"
"4.2.1. 소비자물가지수","        탕수육","2020=100","2.1","원자료","105.18","106.72","107.36","107.8","108.84","109.73","110.16","110.54","110.69","111.34","111.64","112.12","112.38","112.92","113.2","113.73","113.78","114.02","114.54","114.83","115.13","115.19","115.34","115.66","115.66","116.23","116.73","116.94","117.26","117.47","117.58","117.76","118.12","118.25","118.87","119.2","120.07","120.59","120.8","121.12","121.2","121.35","121.7","122.03","122.26","122.49","122.69","122.74"
"4.2.1. 소비자물가지수","        볶음밥","2020=100","0.9","원자료","108.57","109.94","110.97","111.44","112.45","113.52","113.89","114.34","114.59","115.43","115.55","116.21","116.65","117.96","118.39","118.79","119","119.23","119.36","119.79","120.52","120.52","120.75","120.79","120.97","121.37","121.85","121.99","122.47","122.91","122.95","123.09","123.38","123.77","124.17","125.04","125.92","126.53","127.19","127.54","128.41","128.54","128.88","129.32","129.64","129.91","130.15","130.47"
"4.2.1. 소비자물가지수","        돈가스","2020=100","2.2","원자료","106.46","106.87","107.55","108.4","109.73","110.84","112.24","112.97","114.19","114.81","115.32","115.97","116.86","117.6","118.31","119.13","119.45","120.15","120.58","120.8","121.06","121.14","121.39","121.76","122.23","122.66","122.96","123.06","123.41","124.13","124.18","124.48","124.78","125.05","125.04","125.36","126.13","126.98","127.68","128.4","129.22","129.41","129.69","130.05","130.08","129.97","129.92","130.16"
"4.2.1. 소비자물가지수","        스테이크","2020=100","1.5","원자료","105.57","106.83","107.86","108.99","109.95","110.1","110.51","110.83","111.31","111.6","111.88","112.11","112.34","112.64","113.25","113.54","114","114.07","114.62","114.7","114.76","114.9","114.98","115.23","115.53","115.52","115.57","115.9","115.9","115.9","116.43","116.53","116.79","116.89","116.87","116.94","117.02","117.65","117.58","117.84","118.19","118.21","118.3","118.25","118.25","119.14","119.86","120.09"
"4.2.1. 소비자물가지수","        스파게티","2020=100","1.5","원자료","104.36","105.77","106.22","106.38","107.31","108.06","109.13","109.49","109.87","110.11","110.42","110.5","111.14","111.34","111.78","112.02","112.46","112.59","112.95","113.18","113.3","113.47","113.59","114.23","114.7","114.85","114.93","115.06","115.06","115.16","115.17","115.36","115.5","115.51","115.91","116.34","116.46","116.87","117.03","117.09","117.36","118.19","118.21","118.66","119.01","119.36","119.44","119.96"
"4.2.1. 소비자물가지수","        라면(외식)","2020=100","0.7","원자료","108.33","109.28","110.21","111.4","112.02","113.36","114.06","115.03","116.13","116.65","117.84","118.42","119.48","120.96","121.59","122.26","122.59","122.77","122.84","123.36","123.4","123.76","124.37","124.8","125.27","125.67","125.93","126.36","126.8","126.8","126.95","127.34","128.15","128.4","128.53","128.66","129.1","129.72","130.14","131.34","131.7","131.86","132.17","132.17","132.48","132.62","132.85","133.05"
"4.2.1. 소비자물가지수","        김밥","2020=100","3.4","원자료","109.94","111.37","112.53","113.93","114.19","115.71","116.83","118","118.97","119.44","120.2","120.6","121.97","122.49","124.15","125.03","125.8","126.12","126.42","126.78","126.82","127.73","128.48","128.97","129.68","130.37","130.67","131.61","132.4","132.7","133.12","133.36","133.65","134.09","134.82","135.14","135.78","136.34","137.19","137.8","138.04","138.13","138.61","138.74","139.02","139.32","139.88","140.25"
"4.2.1. 소비자물가지수","        떡볶이","2020=100","3.1","원자료","107.2","108.61","110.21","110.94","111.51","112.73","113.86","114.13","115.51","116.01","116.73","117.38","118.54","119.8","120.24","120.55","121.73","121.95","122.24","122.65","122.8","123.32","124.53","125.16","125.81","126.57","126.62","127.68","128.26","129.19","129.41","129.69","130.36","131.01","131.45","132.33","132.64","133.59","133.96","134.59","134.69","134.92","135.09","135.37","135.76","136.07","136.29","136.87"
"4.2.1. 소비자물가지수","        치킨","2020=100","8.6","원자료","107.77","108.79","110.25","111.16","113.44","113.64","114.08","114.39","114.6","114.64","114.73","114.69","115.24","115.43","115.99","118.76","118.96","119.05","119.19","119.45","119.68","119.81","119.97","120.13","121.41","121.63","121.59","121.85","122.42","124.86","125.34","125.65","125.96","126.03","126.24","126.34","127.32","127.53","127.98","128.31","128.21","128.72","129.36","129.65","130.01","130","130.15","129.4"
"4.2.1. 소비자물가지수","        햄버거","2020=100","4.3","원자료","108.78","111.11","111.11","104.71","111.11","114.01","108.51","116.84","118.8","117.23","109.96","117.23","117.23","118.96","122.54","122.54","122.54","125.16","125.16","125.16","125.16","125.16","128.54","123.55","124.21","128.7","128.7","128.7","126.03","131.02","131.02","132.01","132.01","132.01","133.82","133.82","133.82","134.08","134.08","137.2","137.2","137.2","137.2","131.94","137.2","132.48","132.48","137.2"
"4.2.1. 소비자물가지수","        피자","2020=100","4.1","원자료","102.19","104.45","106.67","106.67","106.67","107.77","107.77","109.33","109.33","109.33","111.09","111.09","111.09","115.6","119.39","119.63","119.63","119.63","121.09","121.09","122.68","122.68","122.14","122.14","122.14","117.76","119.92","119.92","119.92","119.92","119.92","119.92","111.08","120.46","118.78","118.78","118.78","118.78","118.78","118.78","119.31","119.57","119.57","119.57","119.68","119.68","119.68","119.68"
